Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;code saison;code avion;Livraison;Matériau d'emballage;Préparation;DQR;Score unique EF 3.1;Changement climatique;Appauvrissement de la couche d'ozone;Rayonnements ionisants;Formation photochimique d'ozone;Particules fines;Effets toxicologiques sur la santé humaine : substances non-cancérogènes;Effets toxicologiques sur la santé humaine : substances cancérogènes;Acidification terrestre et eaux douces;Eutrophisation eaux douces;Eutrophisation marine;Eutrophisation terrestre;Écotoxicité pour écosystèmes aquatiques d'eau douce;Utilisation du sol;Épuisement des ressources eau;Épuisement des ressources énergétiques;Épuisement des ressources minéraux
11024;11024;aides culinaires et ingrédients divers;herbes;Persil, séché;Parsley, dried;2;0;Ambiant (long);Verre;Pas de préparation;2.99;7.19E-01;3.35E+00;2.94E-07;2.30E-01;1.98E-02;4.54E-07;2.67E-07;7.83E-09;6.59E-02;9.70E-04;9.32E-02;2.77E-01;2.63E+01;5.87E+02;7.86E+00;3.25E+01;2.31E-05
25525;25525;aides culinaires et ingrédients divers;aides culinaires;Pizza, sauce garniture pour;Topping sauce for pizza;2;0;Ambiant (long);Carton;Pas de préparation;3.19;1.47E-01;7.21E-01;1.13E-07;5.70E-01;2.90E-03;7.22E-08;4.03E-08;1.02E-09;8.00E-03;1.79E-04;4.17E-03;3.02E-02;1.01E+01;6.11E+01;3.86E+00;2.14E+01;6.97E-06
11019;11019;aides culinaires et ingrédients divers;épices;Poivre blanc, poudre;White pepper, powder;2;0;Ambiant (long);Verre;Pas de préparation;4.31;1.42E+00;9.19E+00;8.06E-07;8.47E-01;3.57E-02;1.33E-06;1.12E-07;3.92E-09;9.58E-02;1.59E-03;6.99E-02;5.80E-01;1.64E+02;6.99E+02;1.92E+01;8.73E+01;1.29E-04
11088;11088;aides culinaires et ingrédients divers;épices;Poivre de Cayenne ou piment de Cayenne;Cayenne pepper;2;0;Ambiant (long);Verre;Pas de préparation;4.31;1.42E+00;9.19E+00;8.06E-07;8.47E-01;3.57E-02;1.33E-06;1.12E-07;3.92E-09;9.58E-02;1.59E-03;6.99E-02;5.80E-01;1.64E+02;6.99E+02;1.92E+01;8.73E+01;1.29E-04
11015;11015;aides culinaires et ingrédients divers;épices;Poivre noir, poudre;Black pepper, powder;2;0;Ambiant (long);Verre;Pas de préparation;2.34;1.42E+00;9.19E+00;8.06E-07;8.55E-01;3.57E-02;1.33E-06;1.12E-07;3.93E-09;9.58E-02;1.59E-03;6.99E-02;5.80E-01;1.64E+02;6.99E+02;1.92E+01;8.75E+01;1.29E-04
11214;11214;aides culinaires et ingrédients divers;aides culinaires;Préparation culinaire à base de soja, type "crème de soja";Soy "cream" preparation;2;0;Ambiant (long);Carton;Pas de préparation;2.09;1.46E-01;1.04E+00;1.14E-07;5.59E-01;3.35E-03;6.31E-08;4.15E-08;2.34E-09;6.98E-03;3.95E-04;7.50E-03;2.79E-02;2.82E+01;1.24E+02;5.27E-01;1.97E+01;4.07E-06
11056;11056;aides culinaires et ingrédients divers;épices;Quatre épices;Mix of 4 spices;2;0;Ambiant (long);Verre;Pas de préparation;2.79;8.95E-01;5.85E+00;5.42E-07;5.64E-01;2.36E-02;8.32E-07;7.68E-08;2.62E-09;6.16E-02;9.98E-04;4.29E-02;3.56E-01;1.03E+02;4.19E+02;1.19E+01;5.79E+01;7.90E-05
11016;11016;aides culinaires et ingrédients divers;herbes;Raifort, cru;Horseradish, fresh;2;0;Ambiant (long);LDPE;Pas de préparation;3.75;8.38E-02;6.76E-01;5.85E-08;1.64E-01;1.86E-03;3.14E-08;1.21E-08;3.46E-10;2.91E-03;1.42E-04;1.55E-03;7.43E-03;1.87E+01;1.12E+01;2.29E+00;1.22E+01;3.57E-06
11068;11068;aides culinaires et ingrédients divers;herbes;Romarin, frais;Rosemary, fresh;2;0;Ambiant (long);LDPE;Pas de préparation;3.75;1.32E-01;8.15E-01;6.27E-08;1.41E-01;2.56E-03;6.90E-08;1.20E-08;6.19E-10;8.11E-03;2.03E-04;4.05E-03;3.12E-02;5.68E+00;3.64E+01;5.29E+00;1.26E+01;4.78E-06
11036;11036;aides culinaires et ingrédients divers;herbes;Romarin, séché;Rosemary, dried;2;0;Ambiant (long);Verre;Pas de préparation;3.75;3.98E-01;1.55E+00;1.67E-07;1.69E-01;6.95E-03;2.56E-07;3.79E-08;2.00E-09;3.07E-02;4.55E-04;1.51E-02;1.18E-01;1.84E+01;1.38E+02;1.99E+01;1.86E+01;1.44E-05
11039;11039;aides culinaires et ingrédients divers;épices;Safran;Saffron;2;0;Ambiant (long);Verre;Pas de préparation;3.75;1.42E+00;9.19E+00;8.06E-07;8.47E-01;3.57E-02;1.33E-06;1.12E-07;3.92E-09;9.58E-02;1.59E-03;6.99E-02;5.80E-01;1.64E+02;6.99E+02;1.92E+01;8.73E+01;1.29E-04
11062;11062;aides culinaires et ingrédients divers;herbes;Sarriette, séchée;Savory, dried;2;0;Ambiant (long);Verre;Pas de préparation;3.75;3.98E-01;1.55E+00;1.67E-07;1.69E-01;6.95E-03;2.56E-07;3.79E-08;2.00E-09;3.07E-02;4.55E-04;1.51E-02;1.18E-01;1.84E+01;1.38E+02;1.99E+01;1.86E+01;1.44E-05
11159;11159;aides culinaires et ingrédients divers;sauces;Sauce à la crème;Cream sauce;2;0;Glacé;PVC;Micro-onde ;2.90;2.48E-01;2.17E+00;1.83E-07;9.70E-01;4.24E-03;1.45E-07;5.03E-08;1.58E-09;1.99E-02;3.23E-04;6.74E-03;8.04E-02;2.35E+01;9.52E+01;6.30E-01;3.07E+01;2.04E-05
11161;11161;aides culinaires et ingrédients divers;sauces;Sauce à la crème aux épices;Cream sauce with spices;2;0;Glacé;PVC;Micro-onde ;2.82;2.50E-01;1.98E+00;1.86E-07;9.40E-01;4.30E-03;1.35E-07;4.65E-08;1.50E-09;1.84E-02;3.08E-04;6.12E-03;7.35E-02;3.17E+01;9.21E+01;2.46E+00;3.03E+01;1.86E-05
11162;11162;aides culinaires et ingrédients divers;sauces;Sauce à la crème aux herbes;Cream sauce with herbs;2;0;Glacé;PVC;Micro-onde ;3.22;2.50E-01;1.98E+00;1.86E-07;9.40E-01;4.30E-03;1.35E-07;4.65E-08;1.50E-09;1.84E-02;3.08E-04;6.12E-03;7.35E-02;3.17E+01;9.21E+01;2.46E+00;3.03E+01;1.86E-05
11122;11122;aides culinaires et ingrédients divers;sauces;Sauce à l'échalote à la crème, préemballée;Cream sauce with shallots, prepacked;2;0;Glacé;PVC;Micro-onde ;2.82;2.31E-01;1.95E+00;1.80E-07;9.45E-01;3.93E-03;1.29E-07;4.51E-08;1.43E-09;1.76E-02;2.97E-04;6.26E-03;7.05E-02;2.14E+01;8.45E+01;1.09E+00;2.98E+01;1.86E-05
11163;11163;aides culinaires et ingrédients divers;sauces;Sauce aigre douce, préemballée;Sweet and sour sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.78;1.68E-01;1.06E+00;1.97E-07;8.24E-01;3.55E-03;7.96E-08;4.21E-08;1.19E-09;9.01E-03;2.23E-04;5.08E-03;3.30E-02;1.39E+01;5.43E+01;2.03E+00;2.85E+01;1.22E-05
11168;11168;aides culinaires et ingrédients divers;sauces;Sauce aïoli, préemballée;Aioli sauce (garlic and olive oil mayonnaise), prepacked;2;0;Glacé;PVC;Pas de préparation;2.49;5.70E-01;1.43E+00;3.15E-07;8.23E-01;1.06E-02;3.21E-07;2.05E-07;4.50E-09;4.45E-02;6.42E-04;1.89E-02;1.84E-01;6.83E+01;5.24E+02;1.94E+01;3.87E+01;2.39E-05
11167;11167;aides culinaires et ingrédients divers;sauces;Sauce américaine, préemballée;American-style sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;2.11;3.90E-01;3.57E+00;3.00E-07;8.80E-01;1.19E-02;2.86E-07;6.89E-08;2.47E-09;3.87E-02;4.52E-04;1.30E-02;1.47E-01;3.57E+01;1.60E+02;1.43E+00;3.84E+01;1.71E-05
11111;11111;aides culinaires et ingrédients divers;sauces;Sauce armoricaine, préemballée;Armorican-style sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.18;3.94E-01;3.58E+00;3.01E-07;9.50E-01;1.19E-02;2.87E-07;6.92E-08;2.48E-09;3.87E-02;4.56E-04;1.30E-02;1.47E-01;3.57E+01;1.61E+02;1.44E+00;4.00E+01;1.75E-05
11140;11140;aides culinaires et ingrédients divers;sauces;Sauce au beurre blanc, préemballée;White butter sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.18;4.72E-01;4.38E+00;2.59E-07;1.09E+00;8.61E-03;3.17E-07;1.39E-07;3.45E-09;4.50E-02;5.67E-04;1.68E-02;1.90E-01;5.13E+01;2.64E+02;1.92E+00;3.72E+01;2.08E-05
11158;11158;aides culinaires et ingrédients divers;sauces;Sauce au beurre, préemballée;Sauce, butter, prepacked;2;0;Glacé;PVC;Micro-onde ;2.18;4.72E-01;4.38E+00;2.59E-07;1.09E+00;8.61E-03;3.17E-07;1.39E-07;3.45E-09;4.50E-02;5.67E-04;1.68E-02;1.90E-01;5.13E+01;2.64E+02;1.92E+00;3.72E+01;2.08E-05
11300;11300;aides culinaires et ingrédients divers;sauces;Sauce au chocolat;Chocolate sauce;2;0;Ambiant (long);PVC;Pas de préparation;2.16;3.85E-01;6.27E+00;1.71E-07;6.68E-01;1.08E-02;1.38E-07;4.01E-08;4.01E-09;1.54E-02;7.27E-04;1.54E-02;5.93E-02;2.28E+01;2.35E+02;9.03E-01;3.28E+01;1.08E-05
11132;11132;aides culinaires et ingrédients divers;sauces;Sauce au curry, préemballée;Curry sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.84;1.15E-01;7.99E-01;1.59E-07;7.78E-01;2.41E-03;4.57E-08;1.52E-08;9.29E-10;5.25E-03;1.40E-04;3.09E-03;1.74E-02;1.31E+01;2.07E+01;1.06E+00;2.50E+01;6.41E-06
11189;11189;aides culinaires et ingrédients divers;sauces;Sauce au fromage pour risotto ou pâtes, préemballée;Cheese sauce for risotto or pasta, prepacked;2;0;Glacé;PVC;Micro-onde ;1.76;3.99E-01;3.91E+00;2.43E-07;9.98E-01;7.00E-03;2.84E-07;8.60E-08;2.46E-09;3.89E-02;5.27E-04;1.33E-02;1.64E-01;4.22E+01;2.00E+02;1.42E+00;3.47E+01;1.33E-05
11115;11115;aides culinaires et ingrédients divers;sauces;Sauce au poivre vert, préemballée;Green pepper sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.21;1.40E-01;1.13E+00;1.60E-07;8.38E-01;3.27E-03;7.40E-08;2.25E-08;7.45E-10;8.15E-03;1.74E-04;3.00E-03;3.04E-02;1.14E+01;3.41E+01;4.47E-01;2.62E+01;1.02E-05
11182;11182;aides culinaires et ingrédients divers;sauces;Sauce au poivre, chaude, préemballée;Sauce, pepper, prepacked;2;0;Glacé;PVC;Micro-onde ;2.21;1.97E-01;1.68E+00;1.83E-07;9.19E-01;4.98E-03;1.19E-07;3.53E-08;1.14E-09;1.36E-02;2.47E-04;4.69E-03;5.28E-02;1.68E+01;6.32E+01;5.73E-01;2.98E+01;1.47E-05
11212;11212;aides culinaires et ingrédients divers;sauces;Sauce au poivre, condimentaire, froide, préemballée;Sauce, pepper, prepacked;2;0;Glacé;PVC;Pas de préparation;2.14;1.97E-01;1.67E+00;1.81E-07;8.50E-01;4.95E-03;1.19E-07;3.50E-08;1.13E-09;1.35E-02;2.43E-04;4.67E-03;5.27E-02;1.68E+01;6.31E+01;5.68E-01;2.83E+01;1.43E-05
11191;11191;aides culinaires et ingrédients divers;sauces;Sauce au roquefort, préemballée;Roquefort (blue cheese) sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.98;4.72E-01;4.38E+00;2.59E-07;1.09E+00;8.61E-03;3.17E-07;1.39E-07;3.45E-09;4.50E-02;5.67E-04;1.68E-02;1.90E-01;5.13E+01;2.64E+02;1.92E+00;3.72E+01;2.08E-05
11164;11164;aides culinaires et ingrédients divers;sauces;Sauce au vin rouge;Red wine sauce;2;0;Glacé;PVC;Micro-onde ;2.35;2.76E-01;1.76E+00;2.98E-07;1.09E+00;6.51E-03;1.58E-07;1.05E-07;2.44E-09;1.68E-02;3.96E-04;8.11E-03;5.73E-02;2.33E+01;1.08E+02;1.12E+00;4.00E+01;3.04E-05
11166;11166;aides culinaires et ingrédients divers;sauces;Sauce au yaourt;Yogurt sauce;2;0;Glacé;PVC;Pas de préparation;1.80;1.98E-01;1.47E+00;1.80E-07;7.43E-01;3.54E-03;1.00E-07;3.04E-08;1.04E-09;1.29E-02;2.30E-04;4.92E-03;5.10E-02;2.73E+01;1.16E+02;3.04E+00;2.53E+01;9.40E-06
11192;11192;aides culinaires et ingrédients divers;sauces;Sauce aux champignons et à la crème, préemballée;Cream sauce with mushrooms, prepacked;2;0;Glacé;PVC;Micro-onde ;2.68;5.40E-01;4.12E+00;2.49E-07;1.00E+00;7.34E-03;2.01E-07;8.56E-08;2.35E-09;2.45E-02;4.96E-04;1.31E-02;9.63E-02;4.47E+01;1.19E+02;2.16E+01;5.64E+01;2.06E-05
11160;11160;aides culinaires et ingrédients divers;sauces;Sauce aux champignons, préemballée;Mushroom sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.21;5.41E-01;3.83E+00;2.43E-07;9.44E-01;6.67E-03;1.52E-07;6.39E-08;1.86E-09;1.61E-02;4.48E-04;1.14E-02;5.84E-02;4.06E+01;6.39E+01;2.76E+01;6.12E+01;1.87E-05
11100;11100;aides culinaires et ingrédients divers;sauces;Sauce barbecue, préemballée;Barbecue sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;2.25;2.24E-01;1.27E+00;2.41E-07;8.29E-01;4.92E-03;1.19E-07;6.46E-08;2.17E-09;1.41E-02;2.98E-04;6.41E-03;5.28E-02;3.22E+01;8.43E+01;3.31E+00;3.15E+01;1.44E-05
11170;11170;aides culinaires et ingrédients divers;sauces;Sauce basquaise ou Sauce aux poivrons, préemballée;Basque-style sauce or tomato sauce with sweet peppers, prepacked;2;0;Glacé;PVC;Micro-onde ;2.78;2.14E-01;1.09E+00;2.03E-07;8.29E-01;4.37E-03;9.45E-08;5.57E-08;1.37E-09;1.18E-02;2.96E-04;5.60E-03;4.28E-02;1.85E+01;9.95E+01;5.26E+00;3.09E+01;1.20E-05
11102;11102;aides culinaires et ingrédients divers;sauces;Sauce béarnaise, préemballée;Bearnaise sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.18;5.64E-01;5.07E+00;2.89E-07;1.14E+00;1.01E-02;4.10E-07;1.51E-07;3.98E-09;5.79E-02;6.92E-04;1.97E-02;2.45E-01;6.31E+01;3.05E+02;2.61E+00;4.04E+01;2.42E-05
11143;11143;aides culinaires et ingrédients divers;sauces;Sauce béchamel, maison;Bechamel sauce, home-made;2;0;Glacé;PVC;Micro-onde ;1.87;2.24E-01;2.06E+00;1.77E-07;8.44E-01;3.97E-03;1.41E-07;4.42E-08;1.33E-09;1.93E-02;2.65E-04;6.89E-03;8.01E-02;2.29E+01;9.75E+01;7.92E-01;2.70E+01;9.25E-06
11101;11101;aides culinaires et ingrédients divers;sauces;Sauce béchamel, préemballée;Bechamel sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;1.87;2.24E-01;2.06E+00;1.77E-07;8.44E-01;3.97E-03;1.41E-07;4.42E-08;1.33E-09;1.93E-02;2.65E-04;6.89E-03;8.01E-02;2.29E+01;9.75E+01;7.92E-01;2.70E+01;9.25E-06
11120;11120;aides culinaires et ingrédients divers;sauces;Sauce bourguignonne, préemballée;Burgundy-style sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;2.11;3.73E-01;2.80E+00;3.07E-07;9.57E-01;7.68E-03;1.94E-07;1.18E-07;2.75E-09;2.20E-02;4.72E-04;1.09E-02;7.96E-02;3.27E+01;1.43E+02;5.87E+00;4.25E+01;3.07E-05
11196;11196;aides culinaires et ingrédients divers;sauces;Sauce burger, préemballée;Burger sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;3.35;4.95E-01;3.01E+00;3.62E-07;9.11E-01;1.07E-02;3.20E-07;1.68E-07;5.00E-09;4.23E-02;7.88E-04;2.33E-02;1.83E-01;6.01E+01;3.88E+02;4.97E+00;4.20E+01;2.18E-05
11128;11128;aides culinaires et ingrédients divers;sauces;Sauce carbonara, préemballée;Carbonara sauce (cream sauce with lardoons), prepacked;2;0;Glacé;PVC;Micro-onde ;1.92;6.24E-01;4.93E+00;2.97E-07;1.64E+00;9.83E-03;5.30E-07;9.44E-08;3.81E-09;7.42E-02;7.61E-04;2.02E-02;3.18E-01;6.92E+01;2.66E+02;2.71E+00;5.30E+01;2.28E-05
11129;11129;aides culinaires et ingrédients divers;sauces;Sauce chasseur, préemballée;Hunter-style sauce (a garnish of mushrooms, shallots and tomatoes in white wine sauce), prepacked;2;0;Glacé;PVC;Micro-onde ;2.21;2.97E-01;2.23E+00;1.98E-07;8.86E-01;4.70E-03;1.19E-07;6.54E-08;1.63E-09;1.47E-02;3.03E-04;8.54E-03;5.81E-02;2.52E+01;8.55E+01;8.54E+00;3.71E+01;1.26E-05
11198;11198;aides culinaires et ingrédients divers;sauces;Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée;Salad dressing, reduced fat, prepacked;2;0;Glacé;PVC;Pas de préparation;3.35;4.95E-01;3.01E+00;3.62E-07;9.11E-01;1.07E-02;3.20E-07;1.68E-07;5.00E-09;4.23E-02;7.88E-04;2.33E-02;1.83E-01;6.01E+01;3.88E+02;4.97E+00;4.20E+01;2.18E-05
11187;11187;aides culinaires et ingrédients divers;sauces;Sauce crudités ou Sauce salade, préemballée;Salad dressing, prepacked;2;0;Glacé;PVC;Pas de préparation;3.35;4.95E-01;3.01E+00;3.62E-07;9.11E-01;1.07E-02;3.20E-07;1.68E-07;5.00E-09;4.23E-02;7.88E-04;2.33E-02;1.83E-01;6.01E+01;3.88E+02;4.97E+00;4.20E+01;2.18E-05
11199;11199;aides culinaires et ingrédients divers;sauces;Sauce grand veneur, préemballée;Grand veneur sauce (a reduction of red wine with garlic, shallots and red currant jelly), prepacked;2;0;Glacé;PVC;Micro-onde ;2.58;3.77E-01;2.81E+00;3.08E-07;1.03E+00;7.71E-03;1.94E-07;1.18E-07;2.76E-09;2.20E-02;4.76E-04;1.09E-02;7.97E-02;3.28E+01;1.43E+02;5.88E+00;4.40E+01;3.12E-05
11105;11105;aides culinaires et ingrédients divers;sauces;Sauce hollandaise, préemballée;Hollandaise sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;2.26;6.68E-01;6.15E+00;2.86E-07;1.16E+00;1.13E-02;5.04E-07;1.48E-07;4.27E-09;7.29E-02;7.87E-04;2.26E-02;3.13E-01;8.41E+01;3.60E+02;4.11E+00;4.10E+01;2.13E-05
11202;11202;aides culinaires et ingrédients divers;sauces;Sauce indienne type tandoori ou tikka masala, préemballée;Indian-style sauce, tandoori or garam masala type, prepacked;2;0;Glacé;PVC;Micro-onde ;2.75;1.93E-01;1.30E+00;1.88E-07;8.38E-01;3.74E-03;8.99E-08;3.84E-08;1.23E-09;1.14E-02;2.35E-04;6.20E-03;4.43E-02;2.01E+01;7.01E+01;3.04E+00;2.84E+01;1.16E-05
11203;11203;aides culinaires et ingrédients divers;sauces;Sauce kebab, préemballée;Kebab sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;2.72;2.51E-01;1.90E+00;1.97E-07;8.48E-01;4.68E-03;1.37E-07;5.65E-08;1.77E-09;1.86E-02;3.31E-04;9.06E-03;7.57E-02;2.66E+01;1.17E+02;2.29E+00;2.92E+01;1.70E-05
11121;11121;aides culinaires et ingrédients divers;sauces;Sauce madère, préemballée;Madeira wine sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;1.96;5.31E-01;5.04E+00;2.52E-07;9.31E-01;8.61E-03;4.44E-07;1.21E-07;2.91E-09;6.44E-02;3.94E-04;1.66E-02;2.81E-01;3.09E+01;3.38E+02;1.69E+00;3.44E+01;1.58E-05
11157;11157;aides culinaires et ingrédients divers;sauces;Sauce moutarde, préemballée;Mustard sauce prepacked;2;0;Glacé;PVC;Pas de préparation;2.64;2.40E-01;1.95E+00;1.89E-07;9.15E-01;4.23E-03;1.34E-07;5.19E-08;1.67E-09;1.81E-02;3.26E-04;7.08E-03;7.28E-02;2.32E+01;1.03E+02;1.32E+00;2.98E+01;1.83E-05
11194;11194;aides culinaires et ingrédients divers;sauces;Sauce Nuoc Mâm ou Sauce au poisson, préemballée;Nuoc mam sauce or fish sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;2.00;1.45E-01;9.39E-01;1.89E-07;8.46E-01;3.18E-03;7.21E-08;3.83E-08;9.56E-10;7.69E-03;1.95E-04;3.80E-03;2.59E-02;1.08E+01;3.49E+01;7.44E-01;2.81E+01;1.30E-05
11210;11210;aides culinaires et ingrédients divers;sauces;Sauce pesto rosso, préemballée;Sauce, pesto rosso, prepacked;2;0;Glacé;PVC;Micro-onde ;3.09;4.52E-01;2.58E+00;2.61E-07;8.85E-01;7.94E-03;2.80E-07;1.11E-07;3.14E-09;3.85E-02;6.30E-04;1.85E-02;1.61E-01;3.93E+01;3.20E+02;9.73E+00;3.51E+01;1.76E-05
11179;11179;aides culinaires et ingrédients divers;sauces;Sauce pesto, préemballée;Sauce, pesto, prepacked;2;0;Glacé;PVC;Micro-onde ;3.09;4.52E-01;2.58E+00;2.61E-07;8.85E-01;7.94E-03;2.80E-07;1.11E-07;3.14E-09;3.85E-02;6.30E-04;1.85E-02;1.61E-01;3.93E+01;3.20E+02;9.73E+00;3.51E+01;1.76E-05
11205;11205;aides culinaires et ingrédients divers;sauces;Sauce rouille, préemballée;Mayonnaise flavoured with garlic, chilli pepper and fish broth, prepacked;2;0;Ambiant (long);PVC;Pas de préparation;2.92;4.39E-01;2.64E+00;3.08E-07;7.24E-01;9.34E-03;2.87E-07;1.52E-07;4.49E-09;3.80E-02;7.03E-04;2.11E-02;1.65E-01;5.45E+01;3.53E+02;4.53E+00;3.52E+01;1.87E-05
11104;11104;aides culinaires et ingrédients divers;sauces;Sauce soja, préemballée;Soy sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;2.49;9.92E-02;7.43E-01;1.47E-07;6.94E-01;2.10E-03;3.85E-08;1.38E-08;6.42E-10;4.27E-03;1.63E-04;2.92E-03;1.44E-02;9.29E+00;3.19E+01;3.89E-01;2.19E+01;5.75E-06
11051;11051;aides culinaires et ingrédients divers;sauces;Sauce tartare, préemballée;Tartare sauce, prepacked;2;0;Glacé;PVC;Pas de préparation;2.58;1.93E-01;1.67E+00;1.81E-07;8.50E-01;4.95E-03;1.19E-07;3.50E-08;1.13E-09;1.35E-02;2.43E-04;4.67E-03;5.27E-02;1.68E+01;6.31E+01;5.68E-01;2.83E+01;1.43E-05
11114;11114;aides culinaires et ingrédients divers;sauces;Sauce tomate à la viande ou Sauce bolognaise, préemballée;Tomato sauce, with meat or Bolognese sauce, prepacked;2;0;Glacé;PVC;Micro-onde ;1.98;1.24E+00;1.22E+01;4.19E-07;1.30E+00;1.92E-02;1.12E-06;2.47E-07;6.31E-09;1.65E-01;8.25E-04;3.92E-02;7.23E-01;6.59E+01;8.44E+02;4.84E+00;5.54E+01;2.84E-05
11208;11208;aides culinaires et ingrédients divers;sauces;Sauce tomate au fromage, préemballée;Tomato sauce, w cheese, prepacked;2;0;Glacé;PVC;Micro-onde ;2.93;2.02E-01;1.24E+00;2.00E-07;8.34E-01;3.88E-03;9.79E-08;5.03E-08;1.34E-09;1.21E-02;2.32E-04;5.29E-03;4.67E-02;1.71E+01;7.59E+01;3.98E+00;2.98E+01;1.09E-05
11177;11177;aides culinaires et ingrédients divers;sauces;Sauce tomate aux champignons, préemballée;Tomato sauce, w mushrooms, prepacked;2;0;Glacé;PVC;Micro-onde ;2.93;2.15E-01;1.22E+00;1.98E-07;8.19E-01;3.76E-03;8.21E-08;4.43E-08;1.21E-09;9.45E-03;2.17E-04;4.90E-03;3.44E-02;1.66E+01;5.76E+01;6.96E+00;3.25E+01;1.09E-05
11107;11107;aides culinaires et ingrédients divers;sauces;Sauce tomate aux oignons, préemballée;Tomato sauce, with onions, prepacked;2;0;Glacé;PVC;Micro-onde ;2.78;1.72E-01;9.09E-01;1.90E-07;8.11E-01;3.37E-03;7.26E-08;4.28E-08;1.14E-09;8.58E-03;1.90E-04;4.19E-03;3.13E-02;1.37E+01;5.71E+01;4.04E+00;2.87E+01;1.03E-05
11178;11178;aides culinaires et ingrédients divers;sauces;Sauce tomate aux olives, préemballée;Tomato sauce, w olives, prepacked;2;0;Glacé;PVC;Micro-onde ;2.93;1.75E-01;9.02E-01;1.91E-07;8.09E-01;3.41E-03;7.42E-08;4.45E-08;1.17E-09;8.81E-03;1.91E-04;4.24E-03;3.24E-02;1.41E+01;6.22E+01;4.13E+00;2.87E+01;1.03E-05
11207;11207;aides culinaires et ingrédients divers;sauces;Sauce tomate aux petits légumes, préemballée;Tomato sauce, w vegetables, prepacked;2;0;Glacé;PVC;Micro-onde ;2.78;2.02E-01;9.38E-01;1.99E-07;8.16E-01;3.93E-03;8.91E-08;5.51E-08;1.37E-09;1.10E-02;2.28E-04;5.41E-03;4.13E-02;1.75E+01;9.50E+01;5.25E+00;2.95E+01;1.14E-05
11219;11219;aides culinaires et ingrédients divers;sauces;Sauce végétale type bolognaise, préemballée;Vegetable Bolognese sauce;2;0;Ambiant (long);Verre;Pas de préparation;2.25;2.18E-01;1.35E+00;1.86E-07;1.30E+00;5.02E-03;1.29E-07;3.87E-08;1.34E-09;1.23E-02;2.94E-04;5.69E-03;3.34E-02;1.96E+01;6.55E+01;2.57E+00;4.20E+01;1.01E-05
11110;11110;aides culinaires et ingrédients divers;sauces;Sauce vinaigrette (50 à 75% d'huile), préemballée;Salad dressing, (50-75% of oil), prepacked;2;0;Glacé;PVC;Pas de préparation;2.49;4.37E-01;2.68E+00;3.62E-07;9.22E-01;1.01E-02;2.52E-07;1.65E-07;4.65E-09;3.17E-02;7.06E-04;2.06E-02;1.33E-01;4.97E+01;3.50E+02;4.19E+00;4.19E+01;2.48E-05
11069;11069;aides culinaires et ingrédients divers;herbes;Sauge, fraîche;Sage, fresh;2;0;Ambiant (long);LDPE;Pas de préparation;3.75;1.32E-01;8.15E-01;6.27E-08;1.41E-01;2.56E-03;6.90E-08;1.20E-08;6.19E-10;8.11E-03;2.03E-04;4.05E-03;3.12E-02;5.68E+00;3.64E+01;5.29E+00;1.26E+01;4.78E-06
11037;11037;aides culinaires et ingrédients divers;herbes;Sauge, séchée;Sage, dried;2;0;Ambiant (long);Verre;Pas de préparation;3.75;3.98E-01;1.55E+00;1.67E-07;1.69E-01;6.95E-03;2.56E-07;3.79E-08;2.00E-09;3.07E-02;4.55E-04;1.51E-02;1.18E-01;1.84E+01;1.38E+02;1.99E+01;1.86E+01;1.44E-05
11044;11044;aides culinaires et ingrédients divers;sels;Sel au céleri;Celery salt;2;0;Ambiant (long);PVC;Pas de préparation;2.44;7.94E-02;6.06E-01;1.15E-07;1.72E-01;1.88E-03;3.57E-08;1.33E-08;6.06E-10;3.17E-03;2.13E-04;7.15E-04;6.38E-03;7.03E+00;3.90E+00;4.14E-01;1.08E+01;1.75E-05
11058;11058;aides culinaires et ingrédients divers;sels;Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme);Salt, white, for human consumption (sea, igneous or rock), iodine added, no other enrichment;2;0;Ambiant (long);PVC;Pas de préparation;2.87;7.94E-02;6.06E-01;1.15E-07;1.72E-01;1.88E-03;3.57E-08;1.33E-08;6.06E-10;3.17E-03;2.13E-04;7.15E-04;6.38E-03;7.03E+00;3.90E+00;4.14E-01;1.08E+01;1.75E-05
